class,class_id,category_1,category_1_id,category_2,category_2_id,category_3,category_3_id,category_4,category_4_id
1,Comptes de capitaux,14,Provisions réglementées,143,Provisions réglementées pour hausse des prix,,,,
1,Comptes de capitaux,14,Provisions réglementées,145,Amortissements dérogatoires,,,,
1,Comptes de capitaux,14,Provisions réglementées,148,Autres provisions réglementées,,,,
1,Comptes de capitaux,15,Provisions,,,,,,
1,Comptes de capitaux,15,Provisions,151,Provisions pour risques,,,,
1,Comptes de capitaux,15,Provisions,151,Provisions pour risques,1511,Provisions pour litiges,,
1,Comptes de capitaux,15,Provisions,151,Provisions pour risques,1512,Provisions pour garanties données aux clients,,
1,Comptes de capitaux,15,Provisions,151,Provisions pour risques,1514,Provisions pour amendes et pénalités,,
1,Comptes de capitaux,15,Provisions,151,Provisions pour risques,1515,Provisions pour pertes de change,,
1,Comptes de capitaux,15,Provisions,151,Provisions pour risques,1516,Provisions pour pertes sur contrats,,
1,Comptes de capitaux,15,Provisions,151,Provisions pour risques,1518,Autres provisions pour risques,,
1,Comptes de capitaux,15,Provisions,152,Provisions pour charges,,,,
1,Comptes de capitaux,15,Provisions,152,Provisions pour charges,1521,Provisions pour pensions et obligations similaires,,
1,Comptes de capitaux,15,Provisions,152,Provisions pour charges,1522,Provisions pour restructurations,,
1,Comptes de capitaux,15,Provisions,152,Provisions pour charges,1523,Provisions pour impôts,,
1,Comptes de capitaux,15,Provisions,152,Provisions pour charges,1524,Provisions pour renouvellement des immobilisations - entreprises concessionnaires,,
1,Comptes de capitaux,15,Provisions,152,Provisions pour charges,1525,Provisions pour gros entretien ou grandes révisions,,
1,Comptes de capitaux,15,Provisions,152,Provisions pour charges,1526,Provisions pour remise en l'état,,
1,Comptes de capitaux,15,Provisions,152,Provisions pour charges,1527,Autres provisions pour charges,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,,,,,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,161,Emprunts obligataires convertibles,,,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,161,Emprunts obligataires convertibles,1618,Intérêts courus sur emprunts obligataires convertibles,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,162,Obligations représentatives de passifs nets remis en fiducie,,,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,163,Autres emprunts obligataires,,,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,163,Autres emprunts obligataires,1638,Intérêts courus sur autres emprunts obligataires,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,164,Emprunts auprès des établissements de crédit,,,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,164,Emprunts auprès des établissements de crédit,1648,Intérêts courus sur emprunts auprès des établissements de crédit,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,165,Dépôts et cautionnements reçus,,,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,165,Dépôts et cautionnements reçus,1651,Dépôts,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,165,Dépôts et cautionnements reçus,1655,Cautionnements,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,165,Dépôts et cautionnements reçus,1658,Intérêts courus sur dépôts et cautionnements reçus,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,166,Participation des salariés aux résultats,,,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,166,Participation des salariés aux résultats,1661,Comptes bloqués,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,166,Participation des salariés aux résultats,1662,Fonds de participation,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,166,Participation des salariés aux résultats,1668,Intérêts courus sur participation des salariés aux résultats,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,167,Emprunts et dettes assortis de conditions particulières,,,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,167,Emprunts et dettes assortis de conditions particulières,1671,Emissions de titres participatifs,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,167,Emprunts et dettes assortis de conditions particulières,1671,Emissions de titres participatifs,16718,Intérêts courus sur titres participatifs
1,Comptes de capitaux,16,Emprunts et dettes assimilées,167,Emprunts et dettes assortis de conditions particulières,1674,Avances conditionnées de l'Etat,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,167,Emprunts et dettes assortis de conditions particulières,1674,Avances conditionnées de l'Etat,16748,Intérêts courus sur avances conditionnées
1,Comptes de capitaux,16,Emprunts et dettes assimilées,167,Emprunts et dettes assortis de conditions particulières,1675,Emprunts participatifs,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,167,Emprunts et dettes assortis de conditions particulières,1675,Emprunts participatifs,16758,Intérêts courus sur emprunts participatifs
1,Comptes de capitaux,16,Emprunts et dettes assimilées,168,Autres emprunts et dettes assimilées,,,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,168,Autres emprunts et dettes assimilées,1681,Autres emprunts,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,168,Autres emprunts et dettes assimilées,1685,Rentes viagères capitalisées,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,168,Autres emprunts et dettes assimilées,1687,Autres dettes,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,168,Autres emprunts et dettes assimilées,1688,Intérêts courus sur autres emprunts et dettes assimilés,,
1,Comptes de capitaux,16,Emprunts et dettes assimilées,169,Primes de remboursement des emprunts,,,,
1,Comptes de capitaux,17,Dettes rattachées à des participations,,,,,,
1,Comptes de capitaux,17,Dettes rattachées à des participations,171,Dettes rattachées à des participations - groupe,,,,
1,Comptes de capitaux,17,Dettes rattachées à des participations,174,Dettes rattachées à des participations - hors groupe,,,,
1,Comptes de capitaux,17,Dettes rattachées à des participations,178,Dettes rattachées à des sociétés en participation,,,,
1,Comptes de capitaux,18,Comptes de liaison des établissements et sociétés en participation,,,,,,
1,Comptes de capitaux,18,Comptes de liaison des établissements et sociétés en participation,181,Comptes de liaison des établissements,,,,
1,Comptes de capitaux,18,Comptes de liaison des établissements et sociétés en participation,186,Biens et prestations de services échangés entre établissements - charges,,,,
1,Comptes de capitaux,18,Comptes de liaison des établissements et sociétés en participation,187,Biens et prestations de services échangés entre établissements - produits,,,,
1,Comptes de capitaux,18,Comptes de liaison des établissements et sociétés en participation,188,Comptes de liaison des sociétés en participation,,,,
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,,,,,,
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,201,Frais d'établissement,,,,
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,201,Frais d'établissement,2011,Frais de constitution,,
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,201,Frais d'établissement,2012,Frais de premier établissement,,
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,201,Frais d'établissement,2012,Frais de premier établissement,20121,Frais de prospection
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,201,Frais d'établissement,2012,Frais de premier établissement,20122,Frais de publicité
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,201,Frais d'établissement,2013,Frais d'augmentation de capital et d'opérations diverses - fusions; scissions; transformations,,
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,203,Frais de développement,,,,
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,205,Concessions et droits similaires; brevets; licences; marques; procédés; solutions informatiques; droits et valeurs similaires,,,,
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,206,Droit au bail,,,,
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,207,Fonds commercial,,,,
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,208,Autres immobilisations incorporelles,,,,
2,Comptes d'immobilisations,20,Immobilisations incorporelles et frais d'établissement,208,Autres immobilisations incorporelles,2081,Mali de fusion sur actifs incorporels,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,,,,,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,211,Terrains,,,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,211,Terrains,2111,Terrains nus,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,211,Terrains,2112,Terrains aménagés,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,211,Terrains,2113,Sous - sols et sur-sols,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,211,Terrains,2114,Terrains de carrières (Tréfonds),,
2,Comptes d'immobilisations,21,Immobilisations corporelles,211,Terrains,2115,Terrains bâtis,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,212,Agencements et aménagements de terrains (même ventilation que celle du compte 211),,,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,213,Constructions,,,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,213,Constructions,2131,Bâtiments,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,213,Constructions,2135,Installations générales - agencements - aménagements des constructions,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,213,Constructions,2138,Ouvrages d'infrastructure,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,214,Constructions sur sol d'autrui (même ventilation que celle du compte 213),,,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,215,Installations techniques; matériels et outillage industriels,,,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,215,Installations techniques; matériels et outillage industriels,2151,Installations complexes spécialisées,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,215,Installations techniques; matériels et outillage industriels,2151,Installations complexes spécialisées,21511,Installations complexes spécialisées sur sol propre
2,Comptes d'immobilisations,21,Immobilisations corporelles,215,Installations techniques; matériels et outillage industriels,2151,Installations complexes spécialisées,21514,Installations complexes spécialisées sur sol d'autrui
2,Comptes d'immobilisations,21,Immobilisations corporelles,215,Installations techniques; matériels et outillage industriels,2153,Installations à caractère spécifique,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,215,Installations techniques; matériels et outillage industriels,2153,Installations à caractère spécifique,21531,Installations à caractère spécifique sur sol propre
2,Comptes d'immobilisations,21,Immobilisations corporelles,215,Installations techniques; matériels et outillage industriels,2153,Installations à caractère spécifique,21534,Installations à caractère spécifique sur sol d'autrui
2,Comptes d'immobilisations,21,Immobilisations corporelles,215,Installations techniques; matériels et outillage industriels,2154,Matériels industriels,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,215,Installations techniques; matériels et outillage industriels,2155,Outillages industriels,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,215,Installations techniques; matériels et outillage industriels,2157,Agencements et aménagements des matériels et outillages industriels,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,218,Autres immobilisations corporelles,,,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,218,Autres immobilisations corporelles,2181,Installations générales; agencements; aménagements divers,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,218,Autres immobilisations corporelles,2182,Matériel de transport,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,218,Autres immobilisations corporelles,2183,Matériel de bureau et matériel informatique,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,218,Autres immobilisations corporelles,2184,Mobilier,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,218,Autres immobilisations corporelles,2185,Cheptel,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,218,Autres immobilisations corporelles,2186,Emballages récupérables,,
2,Comptes d'immobilisations,21,Immobilisations corporelles,218,Autres immobilisations corporelles,2187,Mali de fusions sur actifs corporels,,
2,Comptes d'immobilisations,22,Immobilisations mises en concession,,,,,,
2,Comptes d'immobilisations,22,Immobilisations mises en concession,229,Droits du concédant,,,,
2,Comptes d'immobilisations,23,Immobilisations en cours; avances et acomptes,,,,,,
2,Comptes d'immobilisations,23,Immobilisations en cours; avances et acomptes,231,Immobilisations corporelles en cours,,,,
2,Comptes d'immobilisations,23,Immobilisations en cours; avances et acomptes,232,Immobilisations incorporelles en cours,,,,
2,Comptes d'immobilisations,23,Immobilisations en cours; avances et acomptes,237,Avances et acomptes versés sur commandes d'immobilisations incorporelles,,,,
2,Comptes d'immobilisations,23,Immobilisations en cours; avances et acomptes,238,Avances et acomptes versés sur commandes d'immobilisations corporelles,,,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,,,,,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,261,Titres de participation,,,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,261,Titres de participation,2611,Actions,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,261,Titres de participation,2618,Autres titres,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,262,Titres évalués par équivalence,,,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,266,Autres formes de participation,,,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,266,Autres formes de participation,2661,Droits représentatifs d'actifs nets remis en fiducie,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,267,Créances rattachées à des participations,,,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,267,Créances rattachées à des participations,2671,Créances rattachées à des participations - groupe,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,267,Créances rattachées à des participations,2674,Créances rattachées à des participations - hors groupe,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,267,Créances rattachées à des participations,2675,Versements représentatifs d'apports non capitalisés - appel de fonds,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,267,Créances rattachées à des participations,2676,Avances consolidables,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,267,Créances rattachées à des participations,2677,Autres créances rattachées à des participations,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,267,Créances rattachées à des participations,2678,Intérêts courus,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,268,Créances rattachées à des sociétés en participation,,,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,268,Créances rattachées à des sociétés en participation,2681,Principal,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,268,Créances rattachées à des sociétés en participation,2688,Intérêts courus,,
2,Comptes d'immobilisations,26,Participations et créances rattachées à des participations,269,Versements restant à effectuer sur titres de participation non libérés,,,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,,,,,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,271,Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété),,,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,271,Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété),2711,Actions,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,271,Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété),2718,Autres titres,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,272,Titres immobilisés (droit de créance),,,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,272,Titres immobilisés (droit de créance),2721,Obligations,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,272,Titres immobilisés (droit de créance),2722,Bons,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,273,Titres immobilisés de l'activité de portefeuille,,,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,274,Prêts,,,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,274,Prêts,2741,Prêts participatifs,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,274,Prêts,2742,Prêts aux associés,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,274,Prêts,2743,Prêts au personnel,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,274,Prêts,2748,Autres prêts,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,275,Dépôts et cautionnements versés,,,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,275,Dépôts et cautionnements versés,2751,Dépôts,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,275,Dépôts et cautionnements versés,2755,Cautionnements,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,276,Autres créances immobilisées,,,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,276,Autres créances immobilisées,2761,Créances diverses,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,276,Autres créances immobilisées,2768,Intérêts courus,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,276,Autres créances immobilisées,2768,Intérêts courus,27682,Intérêts courus sur titres immobilisés (droit de créance)
2,Comptes d'immobilisations,27,Autres immobilisations financières,276,Autres créances immobilisées,2768,Intérêts courus,27684,Intérêts courus sur prêts
2,Comptes d'immobilisations,27,Autres immobilisations financières,276,Autres créances immobilisées,2768,Intérêts courus,27685,Intérêts courus sur dépôts et cautionnements
2,Comptes d'immobilisations,27,Autres immobilisations financières,276,Autres créances immobilisées,2768,Intérêts courus,27688,Intérêts courus sur créances diverses
2,Comptes d'immobilisations,27,Autres immobilisations financières,277,Actions propres ou parts propres,,,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,277,Actions propres ou parts propres,2771,Actions propres ou parts propres,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,277,Actions propres ou parts propres,2772,Actions propres ou parts propres en voie d'annulation,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,278,Mali de fusion sur actifs financiers,,,,
2,Comptes d'immobilisations,27,Autres immobilisations financières,279,Versements restant à effectuer sur titres immobilisés non libérés,,,,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,,,,,,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,280,Amortissements des immobilisations incorporelles et des frais d'établissement (même ventilation que celle du compte 20),,,,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,280,Amortissements des immobilisations incorporelles et des frais d'établissement (même ventilation que celle du compte 20),2801,Frais d'établissement (même ventilation que celle du compte 201),,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,280,Amortissements des immobilisations incorporelles et des frais d'établissement (même ventilation que celle du compte 20),2803,Frais de développement,,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,280,Amortissements des immobilisations incorporelles et des frais d'établissement (même ventilation que celle du compte 20),2805,Concessions et droits similaires; brevets; licences; solutions informatiques; droits et valeurs similaires,,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,280,Amortissements des immobilisations incorporelles et des frais d'établissement (même ventilation que celle du compte 20),2806,Droit au bail,,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,280,Amortissements des immobilisations incorporelles et des frais d'établissement (même ventilation que celle du compte 20),2807,Fonds commercial,,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,280,Amortissements des immobilisations incorporelles et des frais d'établissement (même ventilation que celle du compte 20),2808,Autres immobilisations incorporelles,,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,281,Amortissements des immobilisations corporelles (même ventilation que celle du compte 21),,,,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,281,Amortissements des immobilisations corporelles (même ventilation que celle du compte 21),2812,Agencements; aménagements de terrains (même ventilation que celle du compte 212),,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,281,Amortissements des immobilisations corporelles (même ventilation que celle du compte 21),2813,Constructions (même ventilation que celle du compte 213),,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,281,Amortissements des immobilisations corporelles (même ventilation que celle du compte 21),2814,Constructions sur sol d'autrui (même ventilation que celle du compte 214),,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,281,Amortissements des immobilisations corporelles (même ventilation que celle du compte 21),2815,Installations; matériel et outillage industriels (même ventilation que celle du compte 215),,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,281,Amortissements des immobilisations corporelles (même ventilation que celle du compte 21),2818,Autres immobilisations corporelles (même ventilation que celle du compte 218),,
2,Comptes d'immobilisations,28,Amortissements des immobilisations,281,Amortissements des immobilisations corporelles (même ventilation que celle du compte 21),2818,Autres immobilisations corporelles (même ventilation que celle du compte 218),28187,Amortissement du mali de fusion sur actifs corporels
2,Comptes d'immobilisations,28,Amortissements des immobilisations,282,Amortissements des immobilisations mises en concession,,,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,,,,,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,290,Dépréciations des immobilisations incorporelles,,,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,290,Dépréciations des immobilisations incorporelles,2901,Frais d'établissement,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,290,Dépréciations des immobilisations incorporelles,2903,Frais de développement,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,290,Dépréciations des immobilisations incorporelles,2905,Marques; procédés; droits et valeurs similaires,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,290,Dépréciations des immobilisations incorporelles,2906,Droit au bail,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,290,Dépréciations des immobilisations incorporelles,2907,Fonds commercial,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,290,Dépréciations des immobilisations incorporelles,2908,Autres immobilisations incorporelles,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,290,Dépréciations des immobilisations incorporelles,2908,Autres immobilisations incorporelles,29081,Dépréciation du mali de fusion sur actifs incorporels
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,291,Dépréciations des immobilisations corporelles,,,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,291,Dépréciations des immobilisations corporelles,2911,Terrains,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,291,Dépréciations des immobilisations corporelles,2912,Agencements et aménagements des terrains,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,291,Dépréciations des immobilisations corporelles,2913,Constructions,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,291,Dépréciations des immobilisations corporelles,2914,Constructions sur sol d'autrui,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,291,Dépréciations des immobilisations corporelles,2915,Installations techniques; matériels et outillages industriels,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,291,Dépréciations des immobilisations corporelles,2918,Autres immobilisations corporelles,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,291,Dépréciations des immobilisations corporelles,2918,Autres immobilisations corporelles,29187,Dépréciation du mali de fusion sur actifs corporels
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,292,Dépréciations des immobilisations mises en concession,,,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,293,Dépréciations des immobilisations en cours,,,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,293,Dépréciations des immobilisations en cours,2931,Immobilisations corporelles en cours,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,293,Dépréciations des immobilisations en cours,2932,Immobilisations incorporelles en cours,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,296,Dépréciations des participations et créances rattachées à des participations,,,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,296,Dépréciations des participations et créances rattachées à des participations,2961,Titres de participation,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,296,Dépréciations des participations et créances rattachées à des participations,2962,Titres évalués par équivalence,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,296,Dépréciations des participations et créances rattachées à des participations,2966,Autres formes de participation,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,296,Dépréciations des participations et créances rattachées à des participations,2967,Créances rattachées à des participations (même ventilation que celle du compte 267),,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,296,Dépréciations des participations et créances rattachées à des participations,2968,Créances rattachées à des sociétés en participation (même ventilation que celle du compte 268),,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,297,Dépréciations des autres immobilisations financières,,,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,297,Dépréciations des autres immobilisations financières,2971,Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété),,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,297,Dépréciations des autres immobilisations financières,2972,Titres immobilisés (Droit de créance),,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,297,Dépréciations des autres immobilisations financières,2973,Titres immobilisés de l'activité de portefeuille,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,297,Dépréciations des autres immobilisations financières,2974,Prêts,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,297,Dépréciations des autres immobilisations financières,2975,Dépôts et cautionnements versés,,
2,Comptes d'immobilisations,29,Dépréciations des immobilisations,297,Dépréciations des autres immobilisations financières,2976,Autres créances immobilisées,,
3,Comptes de stocks et en-cours,31,Matières premières et fournitures,,,,,,
3,Comptes de stocks et en-cours,32,Autres approvisionnements,,,,,,
3,Comptes de stocks et en-cours,32,Autres approvisionnements,321,Matières consommables,,,,
